,ent_name,corpus_url,sent
159,Affiliate Marketing,https://www.investopedia.com/terms/a/affiliate-marketing.asp,Affiliate marketing is an advertising model in which a company compensates third-party publishers to generate traffic or leads to the company’s products and services.
160,Affiliated Companies,https://www.investopedia.com/terms/a/affiliatedcompanies.asp,Companies are affiliated when one company is a minority shareholder of another.
161,Affirmative Action,https://www.investopedia.com/terms/a/affirmative-action.asp,The term affirmative action refers to a policy aimed at increasing workplace or educational opportunities for underrepresented parts of society.
162,Affordable Care Act (ACA),https://www.investopedia.com/terms/a/affordable-care-act.asp,The Affordable Care Act (ACA) is the comprehensive healthcare reform signed into law by President Barack Obama in March 2010.
163,After-Tax Real Rate of Return,https://www.investopedia.com/terms/a/after-tax-real-rate-of-return.asp,The after-tax real rate of return is the actual financial benefit of an investment after accounting for the effects of inflation and taxes.
164,After-Hours Trading,https://www.investopedia.com/terms/a/afterhourstrading.asp,After-hours trading starts at 4 p.
165,After-Tax Contribution,https://www.investopedia.com/terms/a/aftertaxcontribution.asp,An after-tax contribution is money paid into a retirement or investment account after income taxes on those earnings have already been deducted.
166,After-Tax Income,https://www.investopedia.com/terms/a/aftertaxincome.asp,"After-tax income is the net income after the deduction of all federal, state, and withholding taxes."
167,Agency Bond,https://www.investopedia.com/terms/a/agencybonds.asp,An agency bond is a security issued by a government-sponsored enterprise or by a federal government department other than the U.
168,Agency by Necessity Definition,https://www.investopedia.com/terms/a/agency-by-necessity.asp,Agency by necessity is a type of legal relationship in which one party can make essential decisions for another party until legally recognized agents like someone with power of attorney or guardianship are put in place.
169,Agency Costs,https://www.investopedia.com/terms/a/agencycosts.asp,"An agency cost is a type of internal company expense, which comes from the actions of an agent acting on behalf of a principal."
170,Agency Problem,https://www.investopedia.com/terms/a/agencyproblem.asp,An agency problem is a conflict of interest inherent in any relationship where one party is expected to act in another's best interests.
171,Agency Theory,https://www.investopedia.com/terms/a/agencytheory.asp,Agency theory is a principle that is used to explain and resolve issues in the relationship between business principals and their agents.
172,Legal Meaning of Agent,https://www.investopedia.com/terms/a/agent.asp,"An agent, in legal terminology, is a person who has been legally empowered to act on behalf of another person or an entity."
173,Aggregate Demand,https://www.investopedia.com/terms/a/aggregatedemand.asp,Aggregate demand is a measurement of the total amount of demand for all finished goods and services produced in an economy.
174,Aggregate Stop-Loss Insurance,https://www.investopedia.com/terms/a/aggregate-stop-loss-insurance.asp,Aggregate stop-loss insurance is a policy designed to limit claim coverage (losses) to a specific amount.
175,Aggregate Supply,https://www.investopedia.com/terms/a/aggregatesupply.asp,"Aggregate supply, also known as total output, is the total supply of goods and services produced within an economy at a given overall price in a given period."
176,Aggregation,https://www.investopedia.com/terms/a/aggregation.asp,Aggregation in the futures markets is a process that combines of all futures positions owned or controlled by a single trader or group of traders into one aggregate position.
177,Aggressive Investment Strategy,https://www.investopedia.com/terms/a/aggressiveinvestmentstrategy.asp,An aggressive investment strategy typically refers to a style of portfolio management that attempts to maximize returns by taking a relatively higher degree of risk.
178,Agribusiness,https://www.investopedia.com/terms/a/agribusiness.asp,Agribusiness is the business sector encompassing farming and farming-related commercial activities.
179,Air Waybill (AWB),https://www.investopedia.com/terms/a/airway-bill.asp,An air waybill (AWB) is a document that accompanies goods shipped by an international air courier to provide detailed information about the shipment and allow it to be tracked.
180,AG (Aktiengesellschaft),https://www.investopedia.com/terms/a/ag-aktiengesellschaft.asp,"AG is an abbreviation of Aktiengesellschaft, which is a German term for a public limited company."
181,Alan Greenspan,https://www.investopedia.com/terms/a/alangreenspan.asp,"Alan Greenspan is an American economist who was the chair of the Board of Governors of the Federal Reserve (Fed), the United States' central bank, from 1987 until 2006."
182,Aleatory Contract,https://www.investopedia.com/terms/a/aleatory-contract.asp,"An aleatory contract is an agreement whereby the parties involved do not have to perform a particular action until a specific, triggering event occurs."
183,Algorithmic Trading,https://www.investopedia.com/terms/a/algorithmictrading.asp,"Algorithmic trading is a process for executing orders utilizing automated and pre-programmed trading instructions to account for variables such as price, timing and volume."
184,All Risks,https://www.investopedia.com/terms/a/all-risks.asp,"""All risks"" refers to a type of insurance coverage that automatically covers any risk that the contract does not explicitly omit."
185,Allocated Loss Adjustment Expenses (ALAE),https://www.investopedia.com/terms/a/allocated-loss-adjustment-expenses-alae.asp,Allocated loss adjustment expenses (ALAE) are costs attributed to the processing of a specific insurance claim.
186,Allocational Efficiency,https://www.investopedia.com/terms/a/allocationalefficiency.asp,"Allocational efficiency, also known as allocative efficiency, is a characteristic of an efficient market where capital is assigned in a way that is most beneficial to the parties involved."
187,Allotment,https://www.investopedia.com/terms/a/allotment.asp,The term allotment refers to the systematic distribution or assignment of resources in a business to various entities over time.
188,Allowance for Bad Debt,https://www.investopedia.com/terms/a/allowance-for-bad-debt.asp,An allowance for bad debt is a valuation account used to estimate the amount of a firm's receivables that may ultimately be uncollectible.
189,Allowance For Credit Losses,https://www.investopedia.com/terms/a/allowance-for-credit-losses.asp,Allowance for credit losses is an estimate of the debt that a company is unlikely to recover.
190,Allowance for Doubtful Accounts,https://www.investopedia.com/terms/a/allowancefordoubtfulaccounts.asp,An allowance for doubtful accounts is a contra account that nets against the total receivables presented on the balance sheet to reflect only the amounts expected to be paid.
191,Alpha,https://www.investopedia.com/terms/a/alpha.asp,"Alpha (α) is a term used in investing to describe an investment strategy's ability to beat the market, or its ""edge."
